,src,dst,id,importance,weight,weight_positive,weight_negative,edge_weight(btw),,
802,16,29,5,1,0.1308593,0.1308593,0.11599366,0.010671265,,
805,6,29,5,1,0.14503852,0.10178597,0.14503852,0.010671265,,
808,26,29,5,1,0.14375405,0.14375405,0.11784806,0.010671265,,
712,36,17,5,2,0.13215941,0.13215941,0.11407567,0,,
708,1,17,5,1.666666667,0.1272093,0.1272093,0.123551294,0,,
709,30,17,5,1.666666667,0.12676814,0.10906907,0.12676814,0,,
710,7,17,5,1.666666667,0.14747192,0.14747192,0.103394896,0,,
711,5,17,5,1.666666667,0.13968162,0.13968162,0.10246334,0,,
713,13,17,5,1.666666667,0.111902416,0.1070521,0.111902416,0,,
714,28,17,5,1.666666667,0.115788296,0.115788296,0.107609786,0,,
715,8,17,5,1.666666667,0.12072616,0.12072616,0.10498817,0,,
717,19,17,5,1.666666667,0.11963526,0.11963526,0.1137504,0,,
718,25,17,5,1.666666667,0.111469135,0.111469135,0.098934196,0,,
720,10,17,5,1.666666667,0.1120884,0.11144763,0.1120884,0,,
721,27,17,5,1.666666667,0.12111133,0.09079391,0.12111133,0,,
723,23,17,5,1.666666667,0.122748576,0.11679378,0.122748576,0,,
724,35,17,5,1.666666667,0.1831957,0.1831957,0.10228293,0,,
725,20,17,5,1.666666667,0.23353815,0.23353815,0.12633,0,,
726,3,17,5,1.666666667,0.19284372,0.19284372,0.095193595,0,,
727,24,17,5,1.666666667,0.13056068,0.13056068,0.12408055,0,,
728,0,17,5,1.666666667,0.5835974,0.105235584,0.5835974,0,,
729,34,17,5,1.666666667,0.13891932,0.10677956,0.13891932,0,,
730,11,17,5,1.666666667,0.13667122,0.13667122,0.11451624,0,,
731,14,17,5,1.666666667,0.12128441,0.10219528,0.12128441,0,,
732,2,17,5,1.666666667,0.12092266,0.10328293,0.12092266,0,,
733,21,17,5,1.666666667,0.13023123,0.11051953,0.13023123,0,,
734,4,17,5,1.5,0.13293304,0.10401285,0.13293304,0,,
736,22,17,5,1.5,0.09361068,0.07913431,0.09361068,0,,
737,33,17,5,1.5,0.14336398,0.09870467,0.14336398,0,,
738,32,17,5,1.5,0.11584102,0.074859574,0.11584102,0,,
716,16,17,5,1,0.12854122,0.12854122,0.10475747,0,,
719,6,17,5,1,0.13137951,0.1004753,0.13137951,0,,
722,26,17,5,1,0.13796277,0.13796277,0.10226307,0,,
735,38,17,5,1,0.123979926,0.09960824,0.123979926,0,,
913,13,37,6,0,0,0,0,0.002048131,,
887,24,9,6,0,0,0,0,0.001920123,,
888,49,9,6,0,0,0,0,0.001920123,,
891,24,17,6,0,0,0,0,0.001920123,,
892,49,17,6,0,0,0,0,0.001920123,,
893,23,17,6,0,0,0,0,0.001920123,,
906,24,10,6,0,0,0,0,0.001920123,,
907,49,10,6,0,0,0,0,0.001920123,,
908,3,35,6,0,0,0,0,0.001792115,,
845,21,15,6,0,0,0,0,0.001664107,,
886,60,9,6,0,0,0,0,0.001664107,,
890,60,17,6,0,0,0,0,0.001664107,,
861,61,34,6,0,0,0,0,0.001570234,,
866,61,4,6,0,0,0,0,0.001570234,,
883,60,5,6,0,0,0,0,0.001536098,,
838,19,52,6,0,0,0,0,0.001493429,,
839,59,52,6,0,0,0,0,0.001493429,,
840,54,52,6,0,0,0,0,0.001493429,,
842,19,15,6,0,0,0,0,0.001493429,,
843,59,15,6,0,0,0,0,0.001493429,,
844,54,15,6,0,0,0,0,0.001493429,,
852,39,41,6,0,0,0,0,0.001442226,,
857,39,34,6,0,0,0,0,0.001442226,,
858,42,34,6,0,0,0,0,0.001442226,,
859,58,34,6,0,0,0,0,0.001442226,,
860,20,34,6,0,0,0,0,0.001442226,,
862,39,4,6,0,0,0,0,0.001442226,,
863,42,4,6,0,0,0,0,0.001442226,,
864,58,4,6,0,0,0,0,0.001442226,,
865,20,4,6,0,0,0,0,0.001442226,,
867,39,38,6,0,0,0,0,0.00140809,,
868,42,38,6,0,0,0,0,0.00140809,,
869,58,38,6,0,0,0,0,0.00140809,,
870,20,38,6,0,0,0,0,0.00140809,,
835,19,22,6,0,0,0,0,0.001365421,,
911,3,27,6,0,0,0,0,0.001280082,,
912,18,27,6,0,0,0,0,0.001280082,,
846,2,16,6,0,0,0,0,0.001194743,,
848,2,32,6,0,0,0,0,0.001194743,,
849,46,32,6,0,0,0,0,0.001194743,,
850,2,56,6,0,0,0,0,0.001194743,,
851,46,56,6,0,0,0,0,0.001194743,,
871,55,33,6,0,0,0,0,0.001194743,,
873,55,36,6,0,0,0,0,0.001194743,,
874,30,36,6,0,0,0,0,0.001194743,,
875,55,12,6,0,0,0,0,0.001194743,,
876,30,12,6,0,0,0,0,0.001194743,,
877,11,50,6,0,0,0,0,0.001194743,,
879,11,43,6,0,0,0,0,0.001194743,,
880,53,43,6,0,0,0,0,0.001194743,,
881,11,8,6,0,0,0,0,0.001194743,,
882,53,8,6,0,0,0,0,0.001194743,,
894,14,51,6,0,0,0,0,0.001194743,,
896,14,28,6,0,0,0,0,0.001194743,,
897,62,28,6,0,0,0,0,0.001194743,,
898,14,45,6,0,0,0,0,0.001194743,,
899,62,45,6,0,0,0,0,0.001194743,,
900,25,6,6,0,0,0,0,0.001194743,,
902,25,47,6,0,0,0,0,0.001194743,,
903,40,47,6,0,0,0,0,0.001194743,,
904,25,57,6,0,0,0,0,0.001194743,,
905,40,57,6,0,0,0,0,0.001194743,,
917,31,44,6,1,0.8981747,0.6493528,0.8981747,0.001024066,,
919,31,0,6,1,0.70131207,0.70131207,0.07349968,0.001024066,,
920,1,0,6,0,0.42852402,0.42852402,0.11909998,0.001024066,,
836,59,22,6,0,0,0,0,0,,
837,54,22,6,0,0,0,0,0,,
841,21,52,6,0,0,0,0,0,,
847,46,16,6,0,0,0,0,0,,
853,42,41,6,0,0,0,0,0,,
854,58,41,6,0,0,0,0,0,,
855,20,41,6,0,0,0,0,0,,
856,61,41,6,0,0,0,0,0,,
872,30,33,6,0,0,0,0,0,,
878,53,50,6,0,0,0,0,0,,
884,24,5,6,0,0,0,0,0,,
885,49,5,6,0,0,0,0,0,,
889,23,9,6,0,0,0,0,0,,
895,62,51,6,0,0,0,0,0,,
901,40,6,6,0,0,0,0,0,,
909,18,35,6,0,0,0,0,0,,
910,26,35,6,0,0,0,0,0,,
914,48,37,6,0,0,0,0,0,,
915,7,37,6,0,0,0,0,0,,
916,29,37,6,0,0,0,0,0,,
918,1,44,6,0,0.7884407,0.7884407,0.050714478,0,,
957,11,5,7,1.333333333,0.8632835,0.8632835,0.1783347,0.083350821,,
958,16,5,7,1.333333333,0.8229012,0.8229012,0.18779607,0.083350821,,
945,17,5,7,1.333333333,0.85790956,0.85790956,0.108647235,0.061299435,,
946,30,5,7,1.333333333,0.8576509,0.8576509,0.11407323,0.061299435,,
947,1,5,7,1.333333333,0.87292004,0.87292004,0.11223878,0.061299435,,
952,35,5,7,2,0.856898,0.856898,0.118822664,0.059180791,,
950,33,5,7,1.666666667,0.8324973,0.8324973,0.11392201,0.059180791,,
951,13,5,7,1.666666667,0.8217855,0.8217855,0.10938498,0.059180791,,
953,36,5,7,1.666666667,0.88778126,0.88778126,0.113173746,0.059180791,,
956,0,5,7,1.333333333,0.870221,0.8520538,0.870221,0.045219263,,
921,45,7,7,1.166666667,0.12987046,0.12987046,0.108578704,0.033333333,,
931,11,56,7,0.333333333,0.8303837,0.1762711,0.8303837,0.02074657,,
932,16,56,7,0.333333333,0.88045,0.16111942,0.88045,0.02074657,,
934,11,23,7,0.333333333,0.86870146,0.18330969,0.86870146,0.02074657,,
935,16,23,7,0.333333333,0.9127062,0.19247124,0.9127062,0.02074657,,
987,14,26,7,0.333333333,0.10791235,0.10791235,0.098552,0.01680791,,
988,49,26,7,0.333333333,0.11834647,0.11834647,0.095318004,0.01680791,,
989,14,42,7,0.333333333,0.11577349,0.11577349,0.10440878,0.01680791,,
990,49,42,7,0.333333333,0.108591095,0.09457954,0.108591095,0.01680791,,
991,14,9,7,0.333333333,0.11946095,0.11946095,0.106437184,0.01680791,,
992,49,9,7,0.333333333,0.11258225,0.10967968,0.11258225,0.01680791,,
1001,32,38,7,0.333333333,0.13869645,0.13869645,0.115552224,0.01680791,,
1002,43,38,7,0.333333333,0.10992206,0.08988124,0.10992206,0.01680791,,
1003,32,29,7,0.333333333,0.125366,0.125366,0.11245253,0.01680791,,
1004,43,29,7,0.333333333,0.10453626,0.10453626,0.103269726,0.01680791,,
1005,32,28,7,0.333333333,0.13062732,0.13062732,0.11858787,0.01680791,,
1006,43,28,7,0.333333333,0.118627675,0.107585005,0.118627675,0.01680791,,
926,19,4,7,0.333333333,0.7097644,0.7097644,0.18430072,0.014942158,,
936,17,44,7,0.333333333,0.13142112,0.13142112,0.103161596,0.011393597,,
939,17,50,7,0.333333333,0.12275808,0.12275808,0.10330407,0.011393597,,
940,30,50,7,0.333333333,0.122129284,0.122129284,0.117420465,0.011393597,,
941,1,50,7,0.333333333,0.16308568,0.16308568,0.10402921,0.011393597,,
942,17,27,7,0.333333333,0.12553549,0.12553549,0.10686234,0.011393597,,
943,30,27,7,0.333333333,0.13103773,0.13103773,0.1103235,0.011393597,,
944,1,27,7,0.333333333,0.15248159,0.15248159,0.10528604,0.011393597,,
930,19,56,7,0.333333333,0.17259915,0.17259915,0.13693228,0.009986548,,
933,19,23,7,0.333333333,0.17216998,0.17216998,0.12167083,0.009986548,,
995,35,37,7,1.666666667,0.1311414,0.1311414,0.099991255,0.008757062,,
999,35,57,7,1.666666667,0.12119077,0.12119077,0.095499024,0.008757062,,
993,33,37,7,1.333333333,0.11183445,0.11183445,0.10460783,0.008757062,,
994,13,37,7,1.333333333,0.111034505,0.108396046,0.111034505,0.008757062,,
996,36,37,7,1.333333333,0.13751118,0.13751118,0.10989514,0.008757062,,
997,33,57,7,1.333333333,0.11738172,0.11738172,0.11143514,0.008757062,,
998,13,57,7,1.333333333,0.123854324,0.123854324,0.11019462,0.008757062,,
1000,36,57,7,1.333333333,0.13060011,0.13060011,0.10892243,0.008757062,,
924,35,7,7,1.666666667,0.116631635,0.11010444,0.116631635,0,,
922,33,7,7,1.333333333,0.107426,0.09879794,0.107426,0,,
923,13,7,7,1.333333333,0.12160922,0.10445223,0.12160922,0,,
925,36,7,7,1.333333333,0.11575474,0.11575474,0.111206606,0,,
948,14,5,7,1.333333333,0.8676195,0.8676195,0.10246017,0,,
949,49,5,7,1.333333333,0.8261578,0.8261578,0.08896219,0,,
954,32,5,7,1.333333333,0.8352036,0.8352036,0.0955454,0,,
955,43,5,7,1.333333333,0.77758956,0.77758956,0.08664648,0,,
959,8,5,7,1.333333333,0.18109614,0.18109614,0.08071503,0,,
960,53,5,7,1.333333333,0.16888765,0.16888765,0.07716721,0,,
961,3,5,7,1.333333333,0.52791953,0.52791953,0.119229935,0,,
962,25,5,7,1.333333333,0.1410359,0.1410359,0.08160009,0,,
963,31,5,7,1.333333333,0.16736999,0.16736999,0.075758055,0,,
964,12,5,7,1.333333333,0.09535089,0.09240677,0.09535089,0,,
965,34,5,7,1.333333333,0.18777394,0.18777394,0.086935796,0,,
966,46,5,7,1.333333333,0.9129966,0.13114206,0.9129966,0,,
967,58,5,7,1.333333333,0.13440539,0.13440539,0.08497166,0,,
968,59,5,7,1.333333333,0.14306407,0.14306407,0.0842934,0,,
969,41,5,7,1.333333333,0.14242363,0.14242363,0.08244837,0,,
970,48,5,7,1.333333333,0.1323488,0.1323488,0.07857607,0,,
971,39,5,7,1.333333333,0.9203492,0.12537341,0.9203492,0,,
972,52,5,7,1.333333333,0.17789112,0.17789112,0.06786141,0,,
974,18,5,7,1.333333333,0.2626802,0.2626802,0.10953053,0,,
975,40,5,7,1.333333333,0.150456,0.150456,0.095243424,0,,
976,15,5,7,1.333333333,0.12357886,0.12357886,0.083417766,0,,
977,54,5,7,1.333333333,0.15475272,0.15475272,0.06845504,0,,
978,55,5,7,1.333333333,0.09295865,0.09254101,0.09295865,0,,
979,21,5,7,1.333333333,0.11760563,0.11760563,0.084075436,0,,
980,2,5,7,1.333333333,0.1523712,0.1523712,0.059287712,0,,
981,47,5,7,1.333333333,0.17715283,0.17715283,0.08107725,0,,
982,22,5,7,1.333333333,0.12583245,0.12583245,0.07762788,0,,
983,20,5,7,1.333333333,0.19300051,0.19300051,0.10339631,0,,
984,24,5,7,1.333333333,0.15639149,0.15639149,0.08505783,0,,
985,10,5,7,1.333333333,0.44110572,0.44110572,0.10648678,0,,
986,51,5,7,1.333333333,0.10424316,0.10424316,0.085956275,0,,
973,6,5,7,1,0.7284522,0.7284522,0.115990534,0,,
927,0,4,7,0.333333333,0.8148634,0.24990681,0.8148634,0,,
928,11,4,7,0.333333333,0.18807732,0.18807732,0.11715191,0,,
929,16,4,7,0.333333333,0.11747961,0.11747961,0.10771693,0,,
937,30,44,7,0.333333333,0.13331012,0.13331012,0.11280262,0,,
938,1,44,7,0.333333333,0.101242855,0.101242855,0.08964765,0,,
1025,18,5,8,0,0.13362247,0.13362247,0.08967326,0.050061696,,
1055,0,42,8,0,0.6476131,0.5246802,0.6476131,0.041248017,,
1015,47,56,8,1,0,0,0,0.02908514,,
1024,18,30,8,0,0.09373369,0.09373369,0.08099758,0.021152829,,
1073,9,33,8,0,0.10455879,0.10455879,0.08440803,0.020800282,,
1074,41,33,8,0,0.105241954,0.105241954,0.09472809,0.020800282,,
1014,59,56,8,0,0,0,0,0.01480698,,
1057,0,48,8,0,0.57430196,0.5649772,0.57430196,0.011634056,,
1059,0,23,8,0,0.6420187,0.54228586,0.6420187,0.011634056,,
1063,32,57,8,0,0.16867109,0.16867109,0.1150454,0.010752688,,
1064,3,57,8,0,0.95444083,0.95444083,0.10071096,0.010752688,,
1065,32,15,8,0,0.19265082,0.19265082,0.08071271,0.010752688,,
1066,3,15,8,0,0.09958395,0.09396109,0.09958395,0.010752688,,
1067,4,39,8,0,0.10037043,0.10037043,0.099124044,0.010752688,,
1068,1,39,8,0,0.13376352,0.13376352,0.10531086,0.010752688,,
1069,4,13,8,0,0.10623415,0.10623415,0.10284683,0.010752688,,
1070,1,13,8,0,0.16871229,0.16871229,0.11062871,0.010752688,,
1071,9,38,8,0,0.93886995,0.93886995,0.09534433,0.010752688,,
1072,41,38,8,0,0.08890044,0.083579354,0.08890044,0.010752688,,
1076,26,37,8,0,0.08831083,0.08779445,0.08831083,0.010752688,,
1077,36,37,8,0,0.12267895,0.12267895,0.104256004,0.010752688,,
1078,26,40,8,0,0.11150886,0.11150886,0.10421063,0.010752688,,
1079,36,40,8,0,0.9309257,0.9309257,0.09857984,0.010752688,,
1080,54,53,8,0,0.1615806,0.1615806,0.09618621,0.010752688,,
1081,21,53,8,0,0.10420861,0.085772075,0.10420861,0.010752688,,
1082,54,10,8,0,0.110520564,0.10479308,0.110520564,0.010752688,,
1083,21,10,8,0,0.09676565,0.09676565,0.09288377,0.010752688,,
1058,44,48,8,0,0.6126022,0.6126022,0.13245416,0.010576415,,
1060,44,23,8,0,0.6021755,0.6021755,0.12908554,0.010576415,,
1010,47,55,8,2,0,0,0,0.008989952,,
1012,47,2,8,2,0,0,0,0.008989952,,
1047,18,12,8,0,0.09396022,0.093796834,0.09396022,0.008108585,,
1050,18,27,8,0,0.10102925,0.095147125,0.10102925,0.008108585,,
1013,59,46,8,0,0,0,0,0.007932311,,
1048,6,12,8,0,0.09793794,0.09793794,0.089738265,0.00740349,,
1049,25,12,8,0,0.11062116,0.084810175,0.11062116,0.00740349,,
1051,6,27,8,0,0.09983686,0.092050076,0.09983686,0.00740349,,
1052,25,27,8,0,0.09758464,0.07917262,0.09758464,0.00740349,,
1007,43,17,8,2,0,0,0,0.003172924,,
1009,43,55,8,2,0,0,0,0.003172924,,
1011,43,2,8,2,0,0,0,0.003172924,,
1061,58,52,8,0,0,0,0,0.003172924,,
1053,34,61,8,0,0,0,0,0.002115283,,
1008,47,17,8,2,0,0,0,0,,
1016,8,56,8,0,0,0,0,0,,
1017,14,56,8,0,0,0,0,0,,
1018,7,56,8,0,0,0,0,0,,
1019,16,56,8,0,0,0,0,0,,
1020,60,56,8,0,0,0,0,0,,
1021,29,56,8,0,0,0,0,0,,
1022,20,56,8,0,0,0,0,0,,
1023,28,56,8,0,0,0,0,0,,
1026,0,5,8,0,0.6166886,0.11923533,0.6166886,0,,
1027,32,5,8,0,0.1239499,0.1239499,0.09634982,0,,
1028,3,5,8,0,0.12224497,0.12224497,0.09429842,0,,
1029,4,5,8,0,0.12125061,0.12125061,0.100134894,0,,
1030,1,5,8,0,0.10016549,0.09830645,0.10016549,0,,
1031,9,5,8,0,0.10398699,0.08748515,0.10398699,0,,
1032,41,5,8,0,0.09761646,0.09761646,0.09221484,0,,
1033,6,5,8,0,0.19490981,0.19490981,0.09451644,0,,
1034,25,5,8,0,0.22777161,0.22777161,0.103392,0,,
1035,11,5,8,0,0.18905887,0.18905887,0.1362664,0,,
1036,35,5,8,0,0.45788994,0.45788994,0.14556561,0,,
1037,44,5,8,0,0.43828726,0.11045229,0.43828726,0,,
1038,26,5,8,0,0.117478915,0.117478915,0.09085291,0,,
1039,36,5,8,0,0.11902551,0.11902551,0.100040816,0,,
1040,54,5,8,0,0.12445281,0.12445281,0.0996098,0,,
1041,21,5,8,0,0.1045387,0.1045387,0.08881447,0,,
1042,51,5,8,0,0.36075416,0.36075416,0.11496704,0,,
1043,50,5,8,0,0.12719934,0.12719934,0.096742935,0,,
1044,31,5,8,0,0.107220896,0.08879282,0.107220896,0,,
1045,19,5,8,0,0.4191349,0.4191349,0.11814592,0,,
1046,22,5,8,0,0.139964,0.139964,0.119783185,0,,
1054,58,61,8,0,0,0,0,0,,
1056,45,42,8,0,0.52232695,0.52232695,0.49196145,0,,
1062,24,52,8,0,0,0,0,0,,
1075,49,33,8,0,0.91336,0.91336,0.107622914,0,,
1122,3,41,9,1.333333333,0.101803795,0.08152072,0.101803795,0.377777778,,
1090,8,30,9,1.333333333,0.11061898,0.11061898,0.109100394,0.202020202,,
1106,20,41,9,1.333333333,0.12672666,0.09354546,0.12672666,0.060185185,,
1107,42,41,9,1.333333333,0.09738559,0.09738559,0.0925418,0.060185185,,
1102,0,41,9,0.666666667,0.47755256,0.111048274,0.47755256,0.060185185,,
1103,13,41,9,0.666666667,0.09637127,0.09637127,0.09525626,0.060185185,,
1104,29,41,9,0.666666667,0.1013803,0.1013803,0.097109586,0.060185185,,
1105,11,41,9,0.666666667,0.11855768,0.07574406,0.11855768,0.060185185,,
1084,8,1,9,1.333333333,0,0,0,0.056228956,,
1086,8,12,9,1.333333333,0,0,0,0.056228956,,
1088,8,37,9,1.333333333,0,0,0,0.056228956,,
1139,44,38,9,1.166666667,0.10697635,0.10697635,0.10647418,0.022474747,,
1140,27,38,9,1.166666667,0.10374519,0.08593463,0.10374519,0.022474747,,
1141,44,39,9,1.166666667,0.11959115,0.09127673,0.11959115,0.022474747,,
1142,27,39,9,1.166666667,0.10863903,0.084531456,0.10863903,0.022474747,,
1143,44,24,9,1.166666667,0.09891994,0.08675375,0.09891994,0.022474747,,
1144,27,24,9,1.166666667,0.11356962,0.10077465,0.11356962,0.022474747,,
1087,34,12,9,1.333333333,0,0,0,0.015824916,,
1089,34,37,9,1.333333333,0,0,0,0.015824916,,
1136,20,17,9,1.333333333,0.11643384,0.11643384,0.10779567,0.015740741,,
1137,42,17,9,1.333333333,0.13290925,0.13290925,0.086872734,0.015740741,,
1132,0,17,9,0.666666667,0.5406986,0.0934878,0.5406986,0.015740741,,
1133,13,17,9,0.666666667,0.1260439,0.1260439,0.095497124,0.015740741,,
1134,29,17,9,0.666666667,0.15751903,0.15751903,0.082845226,0.015740741,,
1135,11,17,9,0.666666667,0.11841645,0.07236256,0.11841645,0.015740741,,
1130,20,35,9,0.666666667,0.09881827,0.09058522,0.09881827,0.008670034,,
1131,42,35,9,0.666666667,0.1251841,0.1251841,0.10530298,0.008670034,,
1096,0,6,9,0,0.435522,0.09269682,0.435522,0.008670034,,
1126,0,35,9,0,0.48346797,0.07989204,0.48346797,0.008670034,,
1127,13,35,9,0,0.108564526,0.08833999,0.108564526,0.008670034,,
1128,29,35,9,0,0.1169536,0.1169536,0.085140675,0.008670034,,
1129,11,35,9,0,0.20138855,0.20138855,0.092541255,0.008670034,,
1153,2,31,9,0.666666667,0.11375126,0.11375126,0.11297917,0.006565657,,
1164,2,22,9,0.666666667,0.089715436,0.089715436,0.078889966,0.006565657,,
1175,2,26,9,0.666666667,0.11909489,0.11909489,0.092011765,0.006565657,,
1145,32,31,9,0,0.095553115,0.095553115,0.09508189,0.006565657,,
1146,15,31,9,0,0.1143626,0.10614357,0.1143626,0.006565657,,
1147,5,31,9,0,0.10544033,0.10544033,0.098441094,0.006565657,,
1148,7,31,9,0,0.112746105,0.0916206,0.112746105,0.006565657,,
1149,19,31,9,0,0.114430465,0.10147987,0.114430465,0.006565657,,
1150,23,31,9,0,0.10663664,0.10642564,0.10663664,0.006565657,,
1151,28,31,9,0,0.1114451,0.10146318,0.1114451,0.006565657,,
1152,18,31,9,0,0.1062215,0.07920492,0.1062215,0.006565657,,
1154,9,31,9,0,0.095042765,0.09330839,0.095042765,0.006565657,,
1155,4,31,9,0,0.11440597,0.10454078,0.11440597,0.006565657,,
1156,32,22,9,0,0.102638185,0.08181501,0.102638185,0.006565657,,
1157,15,22,9,0,0.11838146,0.08712834,0.11838146,0.006565657,,
1158,5,22,9,0,0.10887963,0.10404444,0.10887963,0.006565657,,
1159,7,22,9,0,0.109439895,0.109439895,0.09372734,0.006565657,,
1160,19,22,9,0,0.10940448,0.10940448,0.10139998,0.006565657,,
1161,23,22,9,0,0.115989946,0.10850123,0.115989946,0.006565657,,
1162,28,22,9,0,0.10972436,0.1087502,0.10972436,0.006565657,,
1163,18,22,9,0,0.10171571,0.09689127,0.10171571,0.006565657,,
1165,9,22,9,0,0.1105446,0.089326866,0.1105446,0.006565657,,
1166,4,22,9,0,0.10379047,0.10206681,0.10379047,0.006565657,,
1167,32,26,9,0,0.12100739,0.12100739,0.10335335,0.006565657,,
1168,15,26,9,0,0.11126259,0.11126259,0.10075111,0.006565657,,
1169,5,26,9,0,0.11947446,0.11947446,0.111787386,0.006565657,,
1170,7,26,9,0,0.10877304,0.10877304,0.09362917,0.006565657,,
1171,19,26,9,0,0.112125546,0.112125546,0.09281588,0.006565657,,
1172,23,26,9,0,0.10357105,0.10357105,0.100344226,0.006565657,,
1173,28,26,9,0,0.1118394,0.1118394,0.10312422,0.006565657,,
1174,18,26,9,0,0.11783668,0.10063293,0.11783668,0.006565657,,
1176,9,26,9,0,0.10558377,0.09830501,0.10558377,0.006565657,,
1177,4,26,9,0,0.11465937,0.11465937,0.09764838,0.006565657,,
1085,34,1,9,1.333333333,0,0,0,0,,
1091,3,30,9,1.333333333,0.113532625,0.09628222,0.113532625,0,,
1092,33,30,9,1.333333333,0.10383172,0.10383172,0.089799084,0,,
1093,14,30,9,1.333333333,0.10802619,0.0867847,0.10802619,0,,
1094,43,30,9,1.333333333,0.11089277,0.09919569,0.11089277,0,,
1095,36,30,9,1.333333333,0.11046134,0.10083623,0.11046134,0,,
1108,44,41,9,1.333333333,0.11090921,0.11090921,0.09920654,0,,
1109,27,41,9,1.333333333,0.09892743,0.092516825,0.09892743,0,,
1118,2,41,9,1.333333333,0.12472508,0.12472508,0.11624909,0,,
1121,21,41,9,1.333333333,0.13405131,0.13405131,0.117502674,0,,
1123,16,41,9,1.333333333,0.10594812,0.098169625,0.10594812,0,,
1124,25,41,9,1.333333333,0.09438062,0.093163304,0.09438062,0,,
1125,40,41,9,1.333333333,0.7826335,0.7826335,0.09509459,0,,
1138,10,17,9,1.333333333,0.7453873,0.7453873,0.1217228,0,,
1100,20,6,9,0.666666667,0.116721734,0.090915434,0.116721734,0,,
1101,42,6,9,0.666666667,0.09037373,0.06974922,0.09037373,0,,
1110,32,41,9,0.666666667,0.11911041,0.11911041,0.09812136,0,,
1111,15,41,9,0.666666667,0.1099692,0.1099692,0.09768463,0,,
1112,5,41,9,0.666666667,0.107460454,0.107460454,0.10687042,0,,
1113,7,41,9,0.666666667,0.10669814,0.10274974,0.10669814,0,,
1114,19,41,9,0.666666667,0.11890542,0.11890542,0.09567114,0,,
1115,23,41,9,0.666666667,0.11949889,0.11949889,0.11270902,0,,
1116,28,41,9,0.666666667,0.11210193,0.11210193,0.10774943,0,,
1117,18,41,9,0.666666667,0.11590958,0.09710352,0.11590958,0,,
1119,9,41,9,0.666666667,0.12164154,0.12164154,0.09890595,0,,
1120,4,41,9,0.666666667,0.11086177,0.11086177,0.105774984,0,,
1097,13,6,9,0,0.12132242,0.07427807,0.12132242,0,,
1098,29,6,9,0,0.105747625,0.105747625,0.07541297,0,,
1099,11,6,9,0,0.4174013,0.4174013,0.1192041,0,,
1257,26,14,10,0.875,0.20855777,0.20855777,0.11249751,0.021664675,,
1284,26,25,10,0.875,0.15318884,0.15318884,0.120949134,0.021664675,,
1204,9,7,10,0.375,0.112371646,0.087993026,0.112371646,0.016577827,,
1205,28,7,10,0.375,0.13161135,0.117211126,0.13161135,0.016577827,,
1206,6,7,10,0.375,0.18340679,0.18340679,0.083482936,0.016577827,,
1207,3,7,10,0.375,0.11727498,0.11727498,0.10848869,0.016577827,,
1208,16,7,10,0.375,0.14927687,0.10554701,0.14927687,0.016577827,,
1209,13,7,10,0.375,0.11011211,0.10155053,0.11011211,0.016577827,,
1210,17,7,10,0.375,0.18748657,0.18748657,0.10906859,0.016577827,,
1211,30,7,10,0.375,0.12688084,0.12688084,0.09911203,0.016577827,,
1212,18,7,10,0.375,0.1186558,0.09998703,0.1186558,0.016577827,,
1213,5,7,10,0.375,0.14429246,0.113838665,0.14429246,0.016577827,,
1214,20,7,10,0.375,0.13150558,0.1152309,0.13150558,0.016577827,,
1215,10,7,10,0.375,0.120820306,0.11653183,0.120820306,0.016577827,,
1216,22,7,10,0.375,0.14127101,0.14127101,0.116529,0.016577827,,
1217,8,7,10,0.375,0.17008114,0.17008114,0.110756055,0.016577827,,
1218,24,7,10,0.375,0.1314737,0.12406799,0.1314737,0.016577827,,
1219,15,7,10,0.375,0.122285664,0.122285664,0.114528686,0.016577827,,
1220,0,7,10,0.375,0.584302,0.10130492,0.584302,0.016577827,,
1221,4,7,10,0.375,0.11225308,0.11225308,0.11189186,0.016577827,,
1222,2,7,10,0.375,0.123649284,0.114601605,0.123649284,0.016577827,,
1223,19,7,10,0.375,0.1283375,0.1283375,0.118076764,0.016577827,,
1224,21,7,10,0.375,0.1299951,0.1299951,0.09236166,0.016577827,,
1225,1,7,10,0.375,0.14346056,0.11443,0.14346056,0.016577827,,
1226,29,7,10,0.375,0.11749767,0.10554728,0.11749767,0.016577827,,
1227,11,7,10,0.375,0.09976194,0.09976194,0.07881398,0.016577827,,
1228,23,7,10,0.375,0.11490929,0.11490929,0.09807936,0.016577827,,
1229,12,7,10,0.375,0.10835087,0.10835087,0.099755324,0.016577827,,
1231,9,14,10,0.375,0.13633296,0.11513981,0.13633296,0.016577827,,
1232,28,14,10,0.375,0.111569464,0.111569464,0.10355259,0.016577827,,
1233,6,14,10,0.375,0.12062771,0.12062771,0.10796985,0.016577827,,
1234,3,14,10,0.375,0.09972157,0.09972157,0.095933504,0.016577827,,
1235,16,14,10,0.375,0.1230748,0.1230748,0.10932946,0.016577827,,
1236,13,14,10,0.375,0.11314331,0.07643089,0.11314331,0.016577827,,
1237,17,14,10,0.375,0.17127088,0.17127088,0.092536926,0.016577827,,
1238,30,14,10,0.375,0.13928454,0.13928454,0.111509524,0.016577827,,
1239,18,14,10,0.375,0.12217923,0.1132365,0.12217923,0.016577827,,
1240,5,14,10,0.375,0.12668349,0.115570016,0.12668349,0.016577827,,
